Character,Lv,Rarity,Element,Weapon,Main role,Ascension,Base HP,Base ATK,Base DEF
Xiangling,70,4,Pyro,Polearm,Sub DPS,Elemental Mastery,8885,184,546
Xiangling,80,4,Pyro,Polearm,Sub DPS,Elemental Mastery,9638,200,593
Xiangling,80,4,Pyro,Polearm,Sub DPS,Elemental Mastery,10122,210,623
Xiangling,90,4,Pyro,Polearm,Sub DPS,Elemental Mastery,10875,225,669
Xiao,1,5,Anemo,Polearm,DPS,CRIT Rate,991,27,62
Xiao,20,5,Anemo,Polearm,DPS,CRIT Rate,2572,71,161
Xiao,20,5,Anemo,Polearm,DPS,CRIT Rate,3422,94,215
Xiao,40,5,Anemo,Polearm,DPS,CRIT Rate,5120,140,321
Xiao,40,5,Anemo,Polearm,DPS,CRIT Rate,5724,157,359
Xiao,50,5,Anemo,Polearm,DPS,CRIT Rate,6586,181,413
Xiao,50,5,Anemo,Polearm,DPS,CRIT Rate,7391,203,464
Xiao,60,5,Anemo,Polearm,DPS,CRIT Rate,8262,227,519
Xiao,60,5,Anemo,Polearm,DPS,CRIT Rate,8866,243,556
Xiao,70,5,Anemo,Polearm,DPS,CRIT Rate,9744,267,612
Xiao,70,5,Anemo,Polearm,DPS,CRIT Rate,10348,284,649
Xiao,80,5,Anemo,Polearm,DPS,CRIT Rate,11236,308,705
Xiao,80,5,Anemo,Polearm,DPS,CRIT Rate,11840,325,743
Xiao,90,5,Anemo,Polearm,DPS,CRIT Rate,12736,349,799
Xingqiu,1,4,Hydro,Sword,Sub DPS,ATK,857,17,64
Xingqiu,20,4,Hydro,Sword,Sub DPS,ATK,2202,43,163
Xingqiu,20,4,Hydro,Sword,Sub DPS,ATK,2842,56,211
Xingqiu,40,4,Hydro,Sword,Sub DPS,ATK,4257,84,316
Xingqiu,40,4,Hydro,Sword,Sub DPS,ATK,4712,93,349
Xingqiu,50,4,Hydro,Sword,Sub DPS,ATK,5420,107,402
Xingqiu,50,4,Hydro,Sword,Sub DPS,ATK,6027,119,447
Xingqiu,60,4,Hydro,Sword,Sub DPS,ATK,6735,133,499
Xingqiu,60,4,Hydro,Sword,Sub DPS,ATK,7190,142,533
Xingqiu,70,4,Hydro,Sword,Sub DPS,ATK,7897,156,585
Xingqiu,70,4,Hydro,Sword,Sub DPS,ATK,8352,165,619
Xingqiu,80,4,Hydro,Sword,Sub DPS,ATK,9060,179,671
Xingqiu,80,4,Hydro,Sword,Sub DPS,ATK,9514,188,705
Xingqiu,90,4,Hydro,Sword,Sub DPS,ATK,10222,202,758
Tartaglia,1,5,Hydro,Bow,DPS,Hydro DMG,1020,23,63
Tartaglia,20,5,Hydro,Bow,DPS,Hydro DMG,2646,61,165
Tartaglia,20,5,Hydro,Bow,DPS,Hydro DMG,3521,81,219
Tartaglia,40,5,Hydro,Bow,DPS,Hydro DMG,5268,121,328
Tartaglia,40,5,Hydro,Bow,DPS,Hydro DMG,5889,135,366
Tartaglia,50,5,Hydro,Bow,DPS,Hydro DMG,6776,156,421
Tartaglia,50,5,Hydro,Bow,DPS,Hydro DMG,7604,175,473
Tartaglia,60,5,Hydro,Bow,DPS,Hydro DMG,8500,195,528
Tartaglia,60,5,Hydro,Bow,DPS,Hydro DMG,9121,210,567
Tartaglia,70,5,Hydro,Bow,DPS,Hydro DMG,10025,231,623
Tartaglia,70,5,Hydro,Bow,DPS,Hydro DMG,10647,245,662
Tartaglia,80,5,Hydro,Bow,DPS,Hydro DMG,11561,266,719
Tartaglia,80,5,Hydro,Bow,DPS,Hydro DMG,12182,280,757
Tartaglia,90,5,Hydro,Bow,DPS,Hydro DMG,13103,301,815
Zhongli,1,5,Geo,Polearm,Support,Geo DMG,1144,20,57
Zhongli,20,5,Geo,Polearm,Support,Geo DMG,2967,51,149
Zhongli,20,5,Geo,Polearm,Support,Geo DMG,3948,67,198
Zhongli,40,5,Geo,Polearm,Support,Geo DMG,5908,101,297
Zhongli,40,5,Geo,Polearm,Support,Geo DMG,6605,113,332
Zhongli,50,5,Geo,Polearm,Support,Geo DMG,7599,130,382
Zhongli,50,5,Geo,Polearm,Support,Geo DMG,8528,146,428
Zhongli,60,5,Geo,Polearm,Support,Geo DMG,9533,163,479
Zhongli,60,5,Geo,Polearm,Support,Geo DMG,10230,175,514
Zhongli,70,5,Geo,Polearm,Support,Geo DMG,11243,192,564
Zhongli,70,5,Geo,Polearm,Support,Geo DMG,11940,204,599
Zhongli,80,5,Geo,Polearm,Support,Geo DMG,12965,222,651
Zhongli,80,5,Geo,Polearm,Support,Geo DMG,13662,233,686
Zhongli,90,5,Geo,Polearm,Support,Geo DMG,14695,251,738
Diona,1,4,Cryo,Bow,Support,Cryo DMG,802,18,50
Diona,20,4,Cryo,Bow,Support,Cryo DMG,2061,46,129
Diona,20,4,Cryo,Bow,Support,Cryo DMG,2661,59,167
Diona,40,4,Cryo,Bow,Support,Cryo DMG,3985,88,250
Diona,40,4,Cryo,Bow,Support,Cryo DMG,4411,98,277
Diona,50,4,Cryo,Bow,Support,Cryo DMG,5074,113,318
Diona,50,4,Cryo,Bow,Support,Cryo DMG,5642,125,354
Diona,60,4,Cryo,Bow,Support,Cryo DMG,6305,140,396
Diona,60,4,Cryo,Bow,Support,Cryo DMG,6731,149,422
Diona,70,4,Cryo,Bow,Support,Cryo DMG,7393,164,464
Diona,70,4,Cryo,Bow,Support,Cryo DMG,7818,174,491
Diona,80,4,Cryo,Bow,Support,Cryo DMG,8481,188,532
Diona,80,4,Cryo,Bow,Support,Cryo DMG,8907,198,559
Diona,90,4,Cryo,Bow,Support,Cryo DMG,9570,212,601
Xinyan,1,4,Pyro,Claymore,Support,ATK,939,21,67
Xinyan,20,4,Pyro,Claymore,Support,ATK,2413,54,172
Xinyan,20,4,Pyro,Claymore,Support,ATK,3114,69,222
Xinyan,40,4,Pyro,Claymore,Support,ATK,4665,103,333
Xinyan,40,4,Pyro,Claymore,Support,ATK,5163,115,368
Xinyan,50,4,Pyro,Claymore,Support,ATK,5939,132,423
Xinyan,50,4,Pyro,Claymore,Support,ATK,6604,147,471
Xinyan,60,4,Pyro,Claymore,Support,ATK,7379,164,526
Xinyan,60,4,Pyro,Claymore,Support,ATK,7878,175,562
Xinyan,70,4,Pyro,Claymore,Support,ATK,8653,192,617
Xinyan,70,4,Pyro,Claymore,Support,ATK,9151,203,652
Xinyan,80,4,Pyro,Claymore,Support,ATK,9927,220,708
Xinyan,80,4,Pyro,Claymore,Support,ATK,10425,231,743
Xinyan,90,4,Pyro,Claymore,Support,ATK,11201,249,799
Ganyu,1,5,Cryo,Bow,DPS,CRIT DMG,763,26,49
Ganyu,20,5,Cryo,Bow,DPS,CRIT DMG,1978,68,127
Ganyu,20,5,Cryo,Bow,DPS,CRIT DMG,2632,90,169
Ganyu,40,5,Cryo,Bow,DPS,CRIT DMG,3939,135,253
Ganyu,40,5,Cryo,Bow,DPS,CRIT DMG,4403,151,283
Ganyu,50,5,Cryo,Bow,DPS,CRIT DMG,5066,173,326
Ganyu,50,5,Cryo,Bow,DPS,CRIT DMG,5686,194,366
Ganyu,60,5,Cryo,Bow,DPS,CRIT DMG,6355,217,409
Ganyu,60,5,Cryo,Bow,DPS,CRIT DMG,6820,233,439
Ganyu,70,5,Cryo,Bow,DPS,CRIT DMG,7495,256,482
Ganyu,70,5,Cryo,Bow,DPS,CRIT DMG,7960,272,512
Ganyu,80,5,Cryo,Bow,DPS,CRIT DMG,8643,295,556
Ganyu,80,5,Cryo,Bow,DPS,CRIT DMG,9108,311,586
Ganyu,90,5,Cryo,Bow,DPS,CRIT DMG,9797,335,630
Albedo,1,5,Geo,Sword,Support,Geo DMG,1030,20,68
Albedo,20,5,Geo,Sword,Support,Geo DMG,2671,51,177
Albedo,20,5,Geo,Sword,Support,Geo DMG,3554,67,235
Albedo,40,5,Geo,Sword,Support,Geo DMG,5317,101,352
Albedo,40,5,Geo,Sword,Support,Geo DMG,5944,113,394
Albedo,50,5,Geo,Sword,Support,Geo DMG,6839,130,453
Albedo,50,5,Geo,Sword,Support,Geo DMG,7675,146,508
Albedo,60,5,Geo,Sword,Support,Geo DMG,8579,163,568
Albedo,60,5,Geo,Sword,Support,Geo DMG,9207,175,610
Albedo,70,5,Geo,Sword,Support,Geo DMG,10119,192,670
Albedo,70,5,Geo,Sword,Support,Geo DMG,10746,204,712
Albedo,80,5,Geo,Sword,Support,Geo DMG,11669,222,773
Albedo,80,5,Geo,Sword,Support,Geo DMG,12296,233,815
Albedo,90,5,Geo,Sword,Support,Geo DMG,13226,251,876
Rosaria,1,4,Cryo,Polearm,DPS,ATK,1030,20,60
Rosaria,20,4,Cryo,Polearm,DPS,ATK,2647,52,153
Rosaria,20,4,Cryo,Polearm,DPS,ATK,3417,67,197
Rosaria,40,4,Cryo,Polearm,DPS,ATK,5118,100,296
Rosaria,40,4,Cryo,Polearm,DPS,ATK,5665,111,327
Rosaria,50,4,Cryo,Polearm,DPS,ATK,6516,127,376
Rosaria,50,4,Cryo,Polearm,DPS,ATK,7245,141,418
Rosaria,60,4,Cryo,Polearm,DPS,ATK,8096,158,468
Rosaria,60,4,Cryo,Polearm,DPS,ATK,8643,169,499
Rosaria,70,4,Cryo,Polearm,DPS,ATK,9493,185,548
Rosaria,70,4,Cryo,Polearm,DPS,ATK,10040,196,580
Rosaria,80,4,Cryo,Polearm,DPS,ATK,10891,213,629
Rosaria,80,4,Cryo,Polearm,DPS,ATK,11438,223,661
Rosaria,90,4,Cryo,Polearm,DPS,ATK,12289,240,710
Ayaka,1,5,Cryo,Sword,DPS,CRIT DMG,1001,27,61
Ayaka,20,5,Cryo,Sword,DPS,CRIT DMG,2597,69,158
Ayaka,20,5,Cryo,Sword,DPS,CRIT DMG,3455,92,211
Ayaka,40,5,Cryo,Sword,DPS,CRIT DMG,5170,138,315
Ayaka,40,5,Cryo,Sword,DPS,CRIT DMG,5779,154,352
Ayaka,50,5,Cryo,Sword,DPS,CRIT DMG,6649,177,405
Ayaka,50,5,Cryo,Sword,DPS,CRIT DMG,7462,198,455
Ayaka,60,5,Cryo,Sword,DPS,CRIT DMG,8341,222,509
Ayaka,60,5,Cryo,Sword,DPS,CRIT DMG,8951,238,546
Ayaka,70,5,Cryo,Sword,DPS,CRIT DMG,9838,262,600
Ayaka,70,5,Cryo,Sword,DPS,CRIT DMG,10448,278,637
Ayaka,80,5,Cryo,Sword,DPS,CRIT DMG,11345,302,692
Ayaka,80,5,Cryo,Sword,DPS,CRIT DMG,11954,318,729
Ayaka,90,5,Cryo,Sword,DPS,CRIT DMG,12858,342,784
Hutao,1,5,Pyro,Polearm,DPS,CRIT DMG,1211,8,68
Hutao,20,5,Pyro,Polearm,DPS,CRIT DMG,3141,21,177
Hutao,20,5,Pyro,Polearm,DPS,CRIT DMG,4179,29,235
Hutao,40,5,Pyro,Polearm,DPS,CRIT DMG,6253,43,352
Hutao,40,5,Pyro,Polearm,DPS,CRIT DMG,6990,48,394
Hutao,50,5,Pyro,Polearm,DPS,CRIT DMG,8042,55,453
Hutao,50,5,Pyro,Polearm,DPS,CRIT DMG,9026,62,508
Hutao,60,5,Pyro,Polearm,DPS,CRIT DMG,10089,69,568
Hutao,60,5,Pyro,Polearm,DPS,CRIT DMG,10826,74,610
Hutao,70,5,Pyro,Polearm,DPS,CRIT DMG,11899,81,670
Hutao,70,5,Pyro,Polearm,DPS,CRIT DMG,12637,86,712
Hutao,80,5,Pyro,Polearm,DPS,CRIT DMG,13721,94,773
Hutao,80,5,Pyro,Polearm,DPS,CRIT DMG,14459,99,815
Hutao,90,5,Pyro,Polearm,DPS,CRIT DMG,15552,106,876
Yanfei,1,4,Pyro,Catalyst,DPS,Pyro DMG,784,20,49
Yanfei,20,4,Pyro,Catalyst,DPS,Pyro DMG,2014,52,126
Yanfei,20,4,Pyro,Catalyst,DPS,Pyro DMG,2600,67,163
Yanfei,40,4,Pyro,Catalyst,DPS,Pyro DMG,3895,100,244
Yanfei,40,4,Pyro,Catalyst,DPS,Pyro DMG,4311,111,271
Yanfei,50,4,Pyro,Catalyst,DPS,Pyro DMG,4959,127,311
Yanfei,50,4,Pyro,Catalyst,DPS,Pyro DMG,5514,141,346
Yanfei,60,4,Pyro,Catalyst,DPS,Pyro DMG,6161,158,387
Yanfei,60,4,Pyro,Catalyst,DPS,Pyro DMG,6578,169,413
Yanfei,70,4,Pyro,Catalyst,DPS,Pyro DMG,7225,185,453
Yanfei,70,4,Pyro,Catalyst,DPS,Pyro DMG,7641,196,480
Yanfei,80,4,Pyro,Catalyst,DPS,Pyro DMG,8289,213,520
Yanfei,80,4,Pyro,Catalyst,DPS,Pyro DMG,8705,223,546
Yanfei,90,4,Pyro,Catalyst,DPS,Pyro DMG,9352,240,587
Eula,1,5,Cryo,Claymore,DPS,CRIT DMG,1030,27,58
Eula,20,5,Cryo,Claymore,DPS,CRIT DMG,2671,69,152
Eula,20,5,Cryo,Claymore,DPS,CRIT DMG,3554,92,202
Eula,40,5,Cryo,Claymore,DPS,CRIT DMG,5317,138,302
Eula,40,5,Cryo,Claymore,DPS,CRIT DMG,5944,154,337
Eula,50,5,Cryo,Claymore,DPS,CRIT DMG,6839,177,388
Eula,50,5,Cryo,Claymore,DPS,CRIT DMG,7675,198,436
Eula,60,5,Cryo,Claymore,DPS,CRIT DMG,8579,222,487
Eula,60,5,Cryo,Claymore,DPS,CRIT DMG,9207,238,523
Eula,70,5,Cryo,Claymore,DPS,CRIT DMG,10119,262,574
Eula,70,5,Cryo,Claymore,DPS,CRIT DMG,10746,278,610
Eula,80,5,Cryo,Claymore,DPS,CRIT DMG,11669,302,662
Eula,80,5,Cryo,Claymore,DPS,CRIT DMG,12296,318,698
Eula,90,5,Cryo,Claymore,DPS,CRIT DMG,13226,342,751
Kazuha,1,5,Anemo,Sword,Support,Elemental Mastery,1039,23,63
Kazuha,20,5,Anemo,Sword,Support,Elemental Mastery,2695,60,163
Kazuha,20,5,Anemo,Sword,Support,Elemental Mastery,3586,80,217
Kazuha,40,5,Anemo,Sword,Support,Elemental Mastery,5366,119,324
Kazuha,40,5,Anemo,Sword,Support,Elemental Mastery,5999,133,363
Kazuha,50,5,Anemo,Sword,Support,Elemental Mastery,6902,153,417
Kazuha,50,5,Anemo,Sword,Support,Elemental Mastery,7747,172,468
Kazuha,60,5,Anemo,Sword,Support,Elemental Mastery,8659,192,523
Kazuha,60,5,Anemo,Sword,Support,Elemental Mastery,9292,206,562
Kazuha,70,5,Anemo,Sword,Support,Elemental Mastery,10213,227,617
Kazuha,70,5,Anemo,Sword,Support,Elemental Mastery,10846,241,656
Kazuha,80,5,Anemo,Sword,Support,Elemental Mastery,11777,262,712
Kazuha,80,5,Anemo,Sword,Support,Elemental Mastery,12410,276,750
Kazuha,90,5,Anemo,Sword,Support,Elemental Mastery,13348,297,807
Yoimiya,1,5,Pyro,Bow,DPS,CRIT Rate,791,25,48
Yoimiya,20,5,Pyro,Bow,DPS,CRIT Rate,2053,65,124
Yoimiya,20,5,Pyro,Bow,DPS,CRIT Rate,2731,87,165
Yoimiya,40,5,Pyro,Bow,DPS,CRIT Rate,4086,130,247
Yoimiya,40,5,Pyro,Bow,DPS,CRIT Rate,4568,145,276
Yoimiya,50,5,Pyro,Bow,DPS,CRIT Rate,5256,167,318
Yoimiya,50,5,Pyro,Bow,DPS,CRIT Rate,5899,187,357
Yoimiya,60,5,Pyro,Bow,DPS,CRIT Rate,6593,209,399
Yoimiya,60,5,Pyro,Bow,DPS,CRIT Rate,7075,225,428
Yoimiya,70,5,Pyro,Bow,DPS,CRIT Rate,7777,247,470
Yoimiya,70,5,Pyro,Bow,DPS,CRIT Rate,8259,262,500
Yoimiya,80,5,Pyro,Bow,DPS,CRIT Rate,8968,285,542
Yoimiya,80,5,Pyro,Bow,DPS,CRIT Rate,9450,300,572
Yoimiya,90,5,Pyro,Bow,DPS,CRIT Rate,10164,323,615
Sayu,1,4,Anemo,Claymore,Healer,Elemental Mastery,994,20,62
Sayu,20,4,Anemo,Claymore,Healer,Elemental Mastery,2553,53,160
Sayu,20,4,Anemo,Claymore,Healer,Elemental Mastery,3296,68,207
Sayu,40,4,Anemo,Claymore,Healer,Elemental Mastery,4937,102,310
Sayu,40,4,Anemo,Claymore,Healer,Elemental Mastery,5464,113,343
Sayu,50,4,Anemo,Claymore,Healer,Elemental Mastery,6285,130,395
Sayu,50,4,Anemo,Claymore,Healer,Elemental Mastery,6988,144,439
Sayu,60,4,Anemo,Claymore,Healer,Elemental Mastery,7809,161,491
Sayu,60,4,Anemo,Claymore,Healer,Elemental Mastery,8337,172,524
Sayu,70,4,Anemo,Claymore,Healer,Elemental Mastery,9157,189,575
Sayu,70,4,Anemo,Claymore,Healer,Elemental Mastery,9684,200,608
Sayu,80,4,Anemo,Claymore,Healer,Elemental Mastery,10505,216,660
Sayu,80,4,Anemo,Claymore,Healer,Elemental Mastery,11033,227,693
Sayu,90,4,Anemo,Claymore,Healer,Elemental Mastery,11854,244,745
Traveler,1,5,All,Sword,Support,ATK,912,18,57
Traveler,20,5,All,Sword,Support,ATK,2342,46,147
Traveler,20,5,All,Sword,Support,ATK,3024,59,190
Traveler,40,5,All,Sword,Support,ATK,4529,88,284
Traveler,40,5,All,Sword,Support,ATK,5013,98,315
Traveler,50,5,All,Sword,Support,ATK,5766,113,362
Traveler,50,5,All,Sword,Support,ATK,6411,125,402
Traveler,60,5,All,Sword,Support,ATK,7164,140,450
Traveler,60,5,All,Sword,Support,ATK,7648,149,480
Traveler,70,5,All,Sword,Support,ATK,8401,164,527
Traveler,70,5,All,Sword,Support,ATK,8885,174,558
Traveler,80,5,All,Sword,Support,ATK,9638,188,605
Traveler,80,5,All,Sword,Support,ATK,10122,198,635
Traveler,90,5,All,Sword,Support,ATK,10875,212,683
Shogun,1,5,Electro,Polearm,Sub DPS,Energy Recharge,1005,26,61
Shogun,20,5,Electro,Polearm,Sub DPS,Energy Recharge,2606,68,159
Shogun,20,5,Electro,Polearm,Sub DPS,Energy Recharge,3468,91,212
Shogun,40,5,Electro,Polearm,Sub DPS,Energy Recharge,5189,136,317
Shogun,40,5,Electro,Polearm,Sub DPS,Energy Recharge,5801,152,355
Shogun,50,5,Electro,Polearm,Sub DPS,Energy Recharge,6675,174,408
Shogun,50,5,Electro,Polearm,Sub DPS,Energy Recharge,7491,196,458
Shogun,60,5,Electro,Polearm,Sub DPS,Energy Recharge,8373,219,512
Shogun,60,5,Electro,Polearm,Sub DPS,Energy Recharge,8985,235,549
Shogun,70,5,Electro,Polearm,Sub DPS,Energy Recharge,9875,258,604
Shogun,70,5,Electro,Polearm,Sub DPS,Energy Recharge,10487,274,641
Shogun,80,5,Electro,Polearm,Sub DPS,Energy Recharge,11388,298,696
Shogun,80,5,Electro,Polearm,Sub DPS,Energy Recharge,12000,314,734
Shogun,90,5,Electro,Polearm,Sub DPS,Energy Recharge,12907,337,789
Aloy,1,5,Cryo,Bow,DPS,Cryo DMG,848,18,53
Aloy,20,5,Cryo,Bow,DPS,Cryo DMG,2201,47,137
Aloy,20,5,Cryo,Bow,DPS,Cryo DMG,2928,63,182
Aloy,40,5,Cryo,Bow,DPS,Cryo DMG,4382,94,272
Aloy,40,5,Cryo,Bow,DPS,Cryo DMG,4899,105,304
Aloy,50,5,Cryo,Bow,DPS,Cryo DMG,5636,121,350
Aloy,50,5,Cryo,Bow,DPS,Cryo DMG,6325,136,393
Aloy,60,5,Cryo,Bow,DPS,Cryo DMG,7070,152,439
Aloy,60,5,Cryo,Bow,DPS,Cryo DMG,7587,163,471
Aloy,70,5,Cryo,Bow,DPS,Cryo DMG,8339,179,517
Aloy,70,5,Cryo,Bow,DPS,Cryo DMG,8856,190,550
Aloy,80,5,Cryo,Bow,DPS,Cryo DMG,9616,206,597
Aloy,80,5,Cryo,Bow,DPS,Cryo DMG,10133,217,629
Aloy,90,5,Cryo,Bow,DPS,Cryo DMG,10899,234,676
Sara,1,4,Electro,Bow,Support,ATK,802,16,53
Sara,20,4,Electro,Bow,Support,ATK,2061,42,135
Sara,20,4,Electro,Bow,Support,ATK,2661,54,175
Sara,40,4,Electro,Bow,Support,ATK,3985,81,262
Sara,40,4,Electro,Bow,Support,ATK,4411,90,289
Sara,50,4,Electro,Bow,Support,ATK,5074,104,333
Sara,50,4,Electro,Bow,Support,ATK,5642,115,370
Sara,60,4,Electro,Bow,Support,ATK,6305,129,414
Sara,60,4,Electro,Bow,Support,ATK,6731,137,442
Sara,70,4,Electro,Bow,Support,ATK,7393,151,485
Sara,70,4,Electro,Bow,Support,ATK,7818,160,513
Sara,80,4,Electro,Bow,Support,ATK,8481,173,556
Sara,80,4,Electro,Bow,Support,ATK,8907,182,584
Sara,90,4,Electro,Bow,Support,ATK,9570,195,628
Kokomi,1,5,Hydro,Catalyst,Healer,Hydro DMG,1049,18,51
Kokomi,20,5,Hydro,Catalyst,Healer,Hydro DMG,2720,47,133
Kokomi,20,5,Hydro,Catalyst,Healer,Hydro DMG,3619,63,177
Kokomi,40,5,Hydro,Catalyst,Healer,Hydro DMG,5416,94,264
Kokomi,40,5,Hydro,Catalyst,Healer,Hydro DMG,6055,105,295
Kokomi,50,5,Hydro,Catalyst,Healer,Hydro DMG,6966,121,340
Kokomi,50,5,Hydro,Catalyst,Healer,Hydro DMG,7818,136,381
Kokomi,60,5,Hydro,Catalyst,Healer,Hydro DMG,8738,152,426
Kokomi,60,5,Hydro,Catalyst,Healer,Hydro DMG,9377,163,457
Kokomi,70,5,Hydro,Catalyst,Healer,Hydro DMG,10306,179,503
Kokomi,70,5,Hydro,Catalyst,Healer,Hydro DMG,10945,190,534
Kokomi,80,5,Hydro,Catalyst,Healer,Hydro DMG,11885,207,580
Kokomi,80,5,Hydro,Catalyst,Healer,Hydro DMG,12524,218,611
Kokomi,90,5,Hydro,Catalyst,Healer,Hydro DMG,13471,234,657
