Dog_Name,Breed
BEAU,RETRIEVER GOLDEN
STELLA,BULLDOG FRENCH
STELLA,COLLIE BORDER MIX
HOUSTON,BOXER
APPA,SHEEPDOG ICELANDIC
TJULLA,SHEEPDOG ICELANDIC
CHARLIE,LABRADOODLE
OREO,LABRADOODLE
KAYLEE,POINTER GERMAN SHORTHAIR
LEELA,POODLE
MANNY,POMERANIAN
ELLIE,MIX
LUCY,TERRIER MIX
AUDIE,WEIMARANER
LILY,POMERANIAN
MAIA,POINTER MIX
LEXI,CHIHUAHUA MIX
KYLIE,TERRIER CAIRN
REINA,HOUND MIX
MIKO,MIX
AUSTIN,RETRIEVER LABRADOR
CHARLIE,SHEPHERD AUSTRALIAN
SAM,BICHON FRISE MIX
GIGI,GOLDENDOODLE
HUDSON,SPANIEL BRITTANY MIX
MISSY,SHEPHERD AUSTRALIAN MIX
JACKSON,RETRIEVER GOLDEN MIX
SUME,RETRIEVER LABRADOR
BAXTER,TERRIER CAIRN
PIPER,GOLDENDOODLE
BENJI,POM/CHI
GEORGIE,RETRIEVER GOLDEN
SKYLAR,YORKIE POO
BAXTER,TERRIER BOSTON
BUBBY,CHIHUAHUA MIX
GOLDIE,RETRIEVER GOLDEN
CYAN,TERRIER TIBETAN
CJ,CATTLE DOG AUSTRALIAN
JACK,MALTESE
LILY,MALTESE
SCOUT,LABRADOR
IZZY,RETRIEVER LABRADOR
ROSCOE,TERRIER WEST HIGHLAND
BAUER,HAVANESE
BELLA,HAVANESE
HEIDI,LABRADOR MIX
MOOSE,TERRIER BOSTON
SCARLET,RETRIEVER LABRADOR
KYRA,RETRIEVER GOLDEN
TOBY,COCKAPOO
DONNER,COCKAPOO
MADDUX,RETRIEVER GOLDEN
REAGAN,LABRADOODLE
DIXIE,SETTER ENGLISH
SUNSHINE,LABRADOR
MILO,LABRADOR
MUFFIN,SHIH-TZU
ORLA,RETRIEVER MIX
YAWNY,SHEEPDOG AUSTRALIAN MINI
LEXI,RETRIEVER GOLDEN
DAISY,HUSKY SIBERIAN
MOOKIE,RETRIEVER LABRADOR
PATACHON,DACHSHUND
PAPI,MIX
KALI,BERNESE MOUNTAIN
LILY,RETRIEVER GOLDEN
SPARKY,CORGI PEMBROKE WELSH
MAYPO,SHIBA INU
RAGA,GOLDENDOODLE
THEODORA II,SHELTIE
SANDY,SATO
CLEMENTINE,SHELTIE
CODY,SHELTIE
SASHA,SPANIEL CAVALIER  KING CHARLES
MILO,SPANIEL CAVALIER  KING CHARLES
TUCKER,RETRIEVER GOLDEN
LOGAN,KOOIKERHONDJE
WILLIE BIGGLES,CHIHUAHUA MIX
ANDY,DACHSHUND
OSCAR,SPANIEL CAVALIER  KING CHARLES
GINGER,COCKAPOO
CHERIE,TERRIER BORDER
MISO,GOLDENDOODLE
CLYDE,HOUND MIX
SNOWY,RETRIEVER GOLDEN
GINGER,TERRIER SOFT WHEATEN
WHISKEY,TERRIER SOFT WHEATEN
RAVEN,SPANIEL CAVALIER  KING CHARLES
RIGBY,SHEPHERD AUSTRALIAN MIX
LUCY,DACHSHUND MIX
NENA,LABRADOR MIX
TUCKER,SPANIEL BRITTANY MIX
JINX,MIX
FOLLY,RETRIEVER GOLDEN
LEXI,GOLDENDOODLE
CARLY,TERRIER YORKSHIRE
MAX,TERRIER YORKSHIRE
DUBLIN,LAB MIX
CORK,SHEPHERD GERMAN
KYLIE,RETRIEVER LABRADOR
TUCKER,RETRIEVER LABRADOR
WILLKIE,MALTESE
CHILI,BEAGLE MIX
COCO,HOUND MIX
LEO,SHEPHERD AUSTRALIAN MIX
CHARLIE,RETRIEVER LAB MIX
LUCA,RETRIEVER LAB MIX
HEIDI,BERNESE MOUNTAIN
BELLA,LABRADOR
OCEAN,LAB/HUSKY
DAISY,LABRADOR
GORGI,MALTESE MIX
ZOE,TERRIER YORKSHIRE
DEXTER,POODLE MIX
SADIE MAE PUMPKIN,MORKIE
MADDIE,COCKAPOO
RUSTY,POMERANIAN
ROCKY,MIX
LAITI,MIX
BALOO,PUGGLE
NEO-LATTE,BEAGLE MIX
ROCKY,GOLDENDOODLE MINI
CIDER,MIX
TUCK,RETRIEVER MIX
JOJO,SHIH-TZU
ROMEO,GOLDENDOODLE
PEPPER,SPANIEL COCKER MIX
NIKKI,COLLIE  ROUGH COAT
SAWYER,COLLIE  ROUGH COAT
CODA,MIX
ZERMATT,SPANIEL COCKER MIX
LUCY,MIX
DARLA,BEAGLE MIX
HUNTER,LABRADOODLE
HALEY,LABRADOODLE
KITA,HUSKY
RAMBO,TERRIER CAIRN
TIMMY,MIX
RUFUS,SHEPHERD ANATOLIAN  MIX
COOPER,BEAGLE MIX
WINSTON,BULLDOG FRENCH
COCO,CHIHUAHUA MIX
PIPER,MIX
SCHAH,RETRIEVER LABRADOR
UNI,RETRIEVER LABRADOR
BAILEY,HUSKY MIX
NDITO,MIX
STORM,SHEPHERD AUSTRALIAN
ROXIE,RETRIEVER MIX
SOPHIE,RETRIEVER LABRADOR
ZULA,RHODESIAN RIDGEBACK
IVY,GOLDENDOODLE
SASHA,SPANIEL SPRINGER
JAKE,RETRIEVER LABRADOR
NERON,TERRIER RUSSIAN
MISTY LOU,HAVANESE
SUNSHINE,MALTESE
SNOW STAR,MALTESE
COOPER,TERRIER JACK RUSSELL MIX
MAX,BEAGLE MIX
PENELOPE (PENNY),HOUND MIX
TOBI,RETRIEVER LABRADOR
GINGER,POMERANIAN
FLINA,TERRIER BOSTON
PARKER,LABRADOR MIX
SUNNY,RETRIEVER LABRADOR
MAGGIE,MALTESE
CRISPIN,RETRIEVER GOLDEN
HAZEL,MIX
RICKY,SHIH-TZU
ELLA,SHIH-TZU
SANDY,SHEPHERD AUSTRAILIAN
CHIP,TERRIER YORKSHIRE MIX
SKIPPER,DACHSHUND JACK RUSSELL MIX
LIESL,SCHNAUZER MINI
SYLVIE,POODLE MINI
MAX,RETRIEVER GOLDEN
LOGAN,SHEPHERD ROTTWEILER MIX
GASTON,BULLDOG FRENCH
MARGOTTE,BULLDOG FRENCH
PRINCE EMMETT,TERRIER BOSTON
INDIANA,RETRIEVER GOLDEN
JACOBY,RETRIEVER GOLDEN
MAX,TERRIER WEST HIGHLAND
ANNEX,LABRADOODLE
COOPER,RETRIEVER GOLDEN
ROVER,ROTTWEILER
MILO,SHIH-TZU MIX
LILLY,CAVACHON
WOODY,RETRIEVER GOLDEN
TONY,
BRUTUS,SCHNAUZER MINI
CHARLIE,RETRIEVER GOLDEN
MUFFIN,SPANIEL CAVALIER  KING CHARLES
SASSY,SPANIEL CAVALIER  KING CHARLES
DUNCAN,TERRIER WEST HIGHLAND
CODY,RETRIEVER LABRADOR
GINA,POODLE STANDARD
ARCHIE,MALTESE
JUPP,DACHSHUND WIREHAIR
MILLY GETMANOVA,SPANIEL COCKER MIX
SUNNY,SPANIEL CAVALIER  KING CHARLES
MUMY,CHIHUAHUA
CHIHZ,CHIHUAHUA
KAYLEE,RETRIEVER LABRADOR
TAZO,MALTIPOO
ELLSBURY,PORTUGUESE WATER DOG
SAMMI,TERRIER BOSTON
ESCA,SHEPHERD AUSTRALIAN MIX
KODA,GOLDENDOODLE
PEPPER,POINTER MIX
CASEY,COLLIE BORDER MIX
NYA,CATAHOULA LEOPARD MIX
ROCKET,HOUND MIX
CHARNER,RETRIEVER LABRADOR
HAZEL,PORTUGUESE WATER DOG
BUDDY,POODLE MINI
ANDI,GOLDENDOODLE
WALLY,TERRIER MIX
MARLEY BUSTER CHASE,RETRIEVER GOLDEN
EDEN,ARUBIAN CUNUCU
SAM,BOXER
JERRY,RETRIEVER GOLDEN
BEAR,COTON DE TULEAR MIX
ZAI,GOLDENDOODLE
CHARLIE YE,SPANIEL CAVALIER  KING CHARLES
BRADY,GOLDENDOODLE
TUCKER,LABRADOODLE
VIVI,LAGOTTO ROMAGNOLO
JULIE,MIX
COCO,MIX
CHARLIE,PUGGLE
LUCAS,TERRIER TIBETAN
MITZIE,RETRIEVER GOLDEN
PUMPKIN,BEAGLE
CLANCY,SPANIEL CAVALIER KING CHARLES
OLLIE CYRIL WEILER,SPANIEL CAVALIER  KING CHARLES
ZION,RHODESIAN RIDGEBACK
SHMULI,COCKAPOO
FIONA,TERRIER AIREDALE
GRACIE BELL,TERRIER YORKSHIRE MIX
GINNY RIGGINS,POODLE MIX
LOVEY,SPANIEL CAVALIER  KING CHARLES
LUNA,SCHNAUZER MINI
FRODO,TERRIER FOX
MIA,WELSH CORGI
SAMMI,WELSH CORGI
HARLEY,RETRIEVER MIX
SAMSON,RETRIEVER GOLDEN
MABEL,SALUKI MIX
MILLIE,BULLDOG FRENCH
GEORGIA,LABRADOODLE
ATTICUS,BEAGLE MIX
DIMA,MALTESE
LILY,GOLDENDOODLE
REMY,RETRIEVER GOLDEN
BOSS,PEKINGESE
BELLA,SHEPHERD MIX
MOLLY,SHELTIE
GAUCHO,TERRIER JACK RUSSELL
PIPPA,PUG
TYLER,GOLDENDOODLE
REVO,RETRIEVER GOLDEN
BRINN,LABRADOODLE
NAVY,
MILO,COCKAPOO
BUTTERSCOTCH,RETRIEVER GOLDEN MIX
COCOA,HOUND MIX
LADY DIANA VON,COLLIE
FINLEY,LABRADOR
HENRY,SHEEPDOG SHETLAND
RUBY,LAB MIX
KIRBY,POODLE MIX
NOVA,HAVANESE
DENVER,RETRIEVER LABRADOR
SCOOTER,SPANIEL COCKER MIX
SCOOTER,TERRIER JACK RUSSELL MIX
RIVET,TERRIER RAT MIX
ELI,SHEPHERD GERMAN
LUCY,SHELTIE MIX
FONZIE,SHEEPDOG SHETLAND
PIPPIN,SHEPHERD GERMAN
LEXI,MIX
CALLIE,RETRIEVER GOLDEN
REMY,POODLE STANDARD
FRODO,POODLE MINI
TOBY,POODLE STANDARD
SANDY,GOLDENDOODLE
TAMALE,GOLDENDOODLE
EMMA,BICHAPOO
BELLE,COLLIE BORDER
BEAR,POMERANIAN MIX
LAYLA,SHIH-TZU
PHINNEAUS,TERRIER WEST HIGHLAND
JAY,MALTIPOO
DAISY,MALTIPOO
JACKSON,RETRIEVER GOLDEN
JUDGE,RETRIEVER LABRADOR
VELVET,HAVANESE
MILLIE,SHIH-TZU MIX
SHOSHA,RETRIEVER GOLDEN
ASHER,RETRIEVER LABRADOR
MUFASA,SHEPHERD AUSTRALIAN MIX
PO,HAVANESE
NOODLE,SCHNAUZER MINI
CHARLIE,POODLE MINI
BIMMER,TERRIER JACK RUSSELL
BO,RETRIEVER GOLDEN
SHERLOCK,SHIBA INU
CHASE,SHIH-TZU
OREO,SHIH-TZU
KAMDEN,SCHNOODLE
REMI,WATERDOG SPANISH
LU LU,COLLIE BORDER MIX
ACE,GOLDENDOODLE
PATRICK,RETRIEVER GOLDEN
BOOTS,SPANIEL MIX
TEDDY,RETRIEVER LABRADOR
LUCKY,MALTESE
LEXI,COLLIE
KENNY,COCKAPOO
LUKA,HAVANESE
OHANA,MIX
HANS,SHEPHERD GERMAN
SOPHIE,BEAGLE
SCOOTER,HAVANESE
RUGBY,HAVANESE
LUNA,RETRIEVER LABRADOR
EDISON,COCKAPOO
OLIVER,TERRIER
TARA,HOUND MIX
EMY,HAVANESE
POPPY,HAVANESE
BODHI,GOLDENDOODLE
WILLOW,AUSSIE DOODLE
LUCY,TERRIER MIX
JAEGER,GOLDENDOODLE
TOKKI,TERRIER YORKSHIRE
COCO,BICHON FRISE
GERTIE,GOLDENDOODLE
BARON,MASTIFF BULL MIX
CHUCKLES,CORGI
DOUDOU,POMERANIAN
HAPPY,MALTESE
GUS,DACHSHUND L.H. MINI
LUCCA,RETRIEVER LAB MIX
CLEO,LAB
PORTIA,RETRIEVER GOLDEN
COBI,AMERICAN ESKIMO SPITZ
SAMANTHA,RETRIEVER GOLDEN
RILEY,BICHON FRISE
CHIEF,RETRIEVER LABRADOR
COLBY,MALTESE
CARLY,BEAGLE
NEO,PORTUGUESE WATER DOG
PENNY,SHEPHERD GERMAN
JAKE,TERRIER WELSH
HUGO,POODLE MINI
GINGER,LHASA APSO
CARLO,RETRIEVER GOLDEN
BERLIN,DACHSHUND  MINI
XIAO XIAO,POODLE TOY
BENTLEY,
SHARIK,LABRADOR
COOKIE DOUGH,SHIH-TZU
MAXWELL,SCHNAUZER MINI
MILLIE,COCKAPOO
KITTY,SHIBA INU
ARTIE,SHEPHERD GERMAN
NORA,MIX
ATLAS,POODLE STANDARD
BELLA,RETRIEVER LABRADOR
MAGGIE,MIX
CRISPIE,CAVACHON
ARCHIE,BEAGLE MIX
WILLOW,LAB MIX
NORA,PIT BULL MIX
ROCKY,SCHNOODLE
BAXTER,LABRADOODLE MIX
HUGO,LABRADOODLE
SAMMIE,SHIH-TZU
HUSKY,COCKAPOO
SUER,SHIBA INU
BRYCE,RHODESIAN RIDGEBACK
ANAJO,LAB MIX
BRADY,LAB
OPAL,COCKAPOO
BROWNIE,GOLDENDOODLE
YOLANDA,VIZSLA
BERKELEY,GREATER SWISS MOUNTAIN
PEPPER,TERRIER TIBETAN
GOLDIE,RETRIEVER GOLDEN
TEDDY,MALTESE
EUGENE,GRIFFON BRUSSELS
LUCKY,COLLIE BORDER MIX
SUNNY,SHIH-TZU
SAMMY,RETRIEVER GOLDEN
HAZEL,YORKIE
IZZY,HUSKY MIX
CHOCO,POODLE TOY
FRANKLIN,TERRIER MIX
VANNIE,POODLE TOY
BIAJI,RETRIEVER GOLDEN
MISTY,MALTESE
PENELOPE,SHEPHERD GERMAN
BEATRICE,WHOODLE
YOSHI,BEAGLE MIX
MILO,RETRIEVER LABRADOR
TUBBY,ROTTWEILER
LAMAY,BULLDOG ENGLISH
BENTLEY,LAB MIX
TIMBER,BEAGLE MIX
COOPER,MIX
FIONA,TERRIER WHEATON MIX
TEDDY,MALTESE MIX
ROCCO,JAPANESE AKITA
CRYSTAL,LAB
NIKKA,POINTER GERMAN SHORTHAIR
MOLLY,RETRIEVER GOLDEN
MARLEY,MIX
AGNES,BULLDOG FRENCH
SADIE,TERRIER TIBETAN
AMME,PUG
OLLIE,SHIH-TZU
ALICE,TERRIER AUSTRALIAN
PHYLLIS VIVIAN,BASSET HOUND
COOPER,RETRIEVER LABRADOR
TAFFIE,RETRIEVER GOLDEN
JOEY,SHIH-TZU MIX
TOBY,LABRADOODLE AUSTRALIAN MINI
HUN-HUN,MIX
MIDO,POMERANIAN
GUS,RETRIEVER GOLDEN
SADIE,COTON
WINSTON,RETRIEVER GOLDEN
GNAT,COLLIE BORDER
DAHLIA,GOLDENDOODLE
DUKE,RETRIEVER ENGLISH GOLDEN
OSCAR HOKIS,RETRIEVER GOLDEN
COCO,GOLDENDOODLE
STAR,LABRADOODLE AUSTRALIAN
LATTE,LAB/HOUND MIX
DAKOTA,RETRIEVER GOLDEN
LAYLA,BOXER
ZITA,LABRADOR
KIRA,LABRADOR
UMI,SCHNAUZER MINI
HARMONY,CAVACHON
GEORGIE,MIX
COPLEY,RETRIEVER GOLDEN
JEFFERSON,RETRIEVER LABRADOR
GYPSY,MIX
BALOO,RETRIEVER LABRADOR
KUZI,CHINOOK
PAN PAN,SAMOYED
CHICO,CHIHUAHUA
NACHO,CHIHUAHUA
SMUGGLE,PUG
GERTIE,CHIHUAHUA LONGHAIR
ANNIE,MIXED
BOSTON,SHEPHERD GERMAN
BONO,RETRIEVER LABRADOR
LOUIE,RETRIEVER LABRADOR
BAILEY,RETRIEVER GOLDEN
CLARENCE,RETRIEVER LABRADOR
OLIVE,RETRIEVER LABRADOR
CALHOUN,RETRIEVER GOLDEN
MARLEY,CAVACHON
RUDY,VIZSLA
GINGER,RETRIEVER GOLDEN MIX
DARCY,MIX
BAMBI,GOLDENDOODLE
HAZY ACUNA,SPANIEL CAVALIER KING CHARLES
MAPLE,POODLE TOY
KYRA,POMERANIAN
TROOPER COLBY,RETRIEVER LABRADOR
CALVIN,PORTUGUESE WATER DOG
DIXIE,GOLDENDOODLE
WILLY,TERRIER MIX
BRADLEY,HOUND LAB
LOUIS,BULLDOG FRENCH
DUDE,MIXED
LEROY,POINTER GERMAN SHORTHAIR
MILLIE,POINTER GERMAN SHORTHAIR
GRIFFIN,BICHON POODLE MIX
ROXI,COONHOUND BLUETICK
BENSON,TERRIER WEST HIGHLAND
RANGER,PORTUGUESE WATER DOG
ZYLAH,MIXED
GRACIE,LABRADOODLE
MINNIE,LAB MIX
ROSIE,POODLE MINIATURE
WILLIAM,POODLE MINIATURE
SAMMIE,SETTER ENGLISH
DELTA,RETRIEVER LABRADOR
LOKI,SHIH-TZU MIX
TIGER,SCHNAUZER MINI
LEXI,RETRIEVER GOLDEN/COCKER SPANIEL
KANA,COLLIE BORDER
MOXIE,GOLDENDOODLE MINI
FIALA,CHIHUAHUA MIX
BRODY BRENNAN BUCK,TERRIER TIBETAN
STORM,SHAR-PEI MIX
MAISIE,BEAGLE
OLAF,MALTIPOO
WILBUR,MIXED - SHEPHERD/HOUND
TOBY,MALTESE
URSA,MIXED
TEDDY,COTON DE TULEAR
JONI,AM STAFF MIX
ROCKY,SAINT BERNARD
SKITTLES,SPANIEL MIX
OLIVER BERRY,BORDOODLE
ROCKET,RETRIEVER GOLDEN
ATLAS,SHEPHERD AUSTRALIAN
SOPIE,HUSKY SIBERIAN
WILLOW,AUSTRALIAN LABRADOODLE
MARZIPAN,COCKAPOO
BELLA,COTON DE TULEAR
MALA,SHEPHERD MIX
ZUZU,LABRADOR
MACI,CHIHUAHUA SHELTIE MIX
KAIRI,CHIHUAHUA RAT TERRIER MIX
SKYE,COLLIE BORDER MIX
ROGER,LAB YELLOW
NALA,RETRIEVER LABRADOR
CHUMLEY,SAINT BERNARD
JAX,LABRADOR MIX
KEEPER,LAB MIX
ZEE,COTON DE TULEAR
PHOEBE,SCHNAUZER MINI
VESPER,RETRIEVER LABRADOR
ROSCO,TERRIER BULL
LILY,TERRIER BULL
PIPER,LAB MIX
SUNNY,RETRIEVER ENGLISH LABRADOR
SANDY,CHIHUAHUA
LILY,DALMATIAN
TITA,SCHNAUZER MINI
ROSIE,SCHNAUZER MINI
ZOE,RETRIEVER GOLDEN
OSCAR,GOLDENDOODLE
PEPPER,TERRIER
BEAR,RETRIEVER FLAT COAT
OREO,SHEPHERD AUSTRALIAN
SCOTTY,TERRIER WEST HIGHLAND
VESPER,SHEPHERD GERMAN
WILLY,CHIHUAHUA
BUDDY,CHIHUAHUA MIX
DOUGLAS,CAVACHON
KANIS DEXTER,HUSKY SIBERIAN
BRUCE,MIX
STELLA,GOLDENDOODLE
BRAHAM,LAB MIX
HANK,MUNSTERLANDER SMALL
FLEURIE,BRIARD
PEPPER,SETTER ENGLISH
SHURI,"CHIHUAHUA,DACHSHUND"
GOSHA,LABRADOODLE
WATSON,SPANIEL CAVALIER KING CHARLES
WINSTON,SPANIEL CAVALIER KING CHARLES
PENNY,POINTER MIX
LILY,GOLDENDOODLE
MIA,BULLDOG OLD ENGLISH
SCOUT,BEAGLE MIX
LAYLA,CHIHUAHUA MIX
OLIVIA,GOLDENDOODLE
SUKI,GOLDENDOODLE
OSCAR,LABRADOODLE
OLIVER,GOLDENDOODLE
COCO,POODLE MINI
MILO,RETRIEVER LABRADOR
BRADY,BERNESE MOUNTAIN DOG MIX
TILLIE,AUSTRALIAN TERRIER
ASTRO BOI,BEAGLE
CHARLIE,POODLE MIX
COOKIE,MALTESE
BOOMER,GOLDENDOODLE MEDIUM
LIZZY,LAB MIX
HUEY,COONHOUND MIX
HOPE,AUSTRALIAN SHEPHERD
COOKIE,LAB/BORDER COLLIE
DELILAH,AUSTRALIAN SHEPHERD
RUBY,SHEPHERD MIX
LUNA,LABRADOODLE
CHESTER,RETRIEVER LABRADOR
RENATA,PUG
ROSEBUD,WHIPPET
BENJAMIN,GREAT PYRENEES MIX
ELEKTRA,GERMAN SHEPHERD
MOCHA,CORGI
OAKLEY,BORDOODLE
GINGER,HOUND MIX
MILLIE,LABRADOODLE
GLORIA,SAINT BERNARD
BORIS,SAINT BERNARD
LOUIE,CHIHUAHUA MIX
LOLA,CHIN/CHIHUAHUA
LOKI,CHIN/CHIHUAHUA
TINKERBELL OREO,MIXED
BAO,POODLE TOY MIX
TODO,POODLE TOY MIX
COOKY,SHEPHERD AUSTRAILIAN