Dog_Name,Breed,Zip
HUGO,POODLE MINI,02421
GINGER,LHASA APSO,02420
CARLO,RETRIEVER GOLDEN,02420
BERLIN,DACHSHUND  MINI,02421
XIAO XIAO,POODLE TOY,02420
SHARIK,LABRADOR,02420
COOKIE DOUGH,SHIH-TZU,02420
MAXWELL,SCHNAUZER MINI,02421
MILLIE,COCKAPOO,02420
KITTY,SHIBA INU,02421
ARTIE,SHEPHERD GERMAN,02421
NORA,MIX,02421
ATLAS,POODLE STANDARD,02420
BELLA,RETRIEVER LABRADOR,02421
MAGGIE,MIX,02421
CRISPIE,CAVACHON,02420
ARCHIE,HOUND MIX,02421
WILLOW,LAB MIX,02420
NORA,PIT BULL MIX,02421
ROCKY,SCHNOODLE,02420
BAXTER,LABRADOODLE MIX,02421
HUGO,LABRADOODLE,02421
HUSKY,COCKAPOO,02420
SUER,SHIBA INU,02420
BRYCE,RHODESIAN RIDGEBACK,02421
ANAJO,LAB MIX,02421
BRADY,LAB,02420
OPAL,COCKAPOO,02421
BROWNIE,GOLDENDOODLE,02420
BERKELEY,GREATER SWISS MOUNTAIN,02420
PEPPER,TERRIER TIBETAN,02420
GOLDIE,RETRIEVER GOLDEN,02420
TEDDY,MALTESE,02420
EUGENE,GRIFFON BRUSSELS,02421
LUCKY,COLLIE BORDER MIX,02420
SAMMY,RETRIEVER GOLDEN,02421
HAZEL,YORKIE,02421
IZZY,HUSKY MIX,02421
FRANKLIN,TERRIER MIX,02420
BIAJI,RETRIEVER GOLDEN,02420
PENELOPE,SHEPHERD GERMAN,02420
BEATRICE,WHOODLE,02420
TUBBY,ROTTWEILER,02421
LAMAY,BULLDOG ENGLISH,02420
TIMBER,BEAGLE MIX,02421
COOPER,MIX,02420
FIONA,TERRIER WHEATON MIX,02420
TEDDY,MALTESE MIX,02420
ROCCO,JAPANESE AKITA,02420
CRYSTAL,LAB,02420
NIKKA,POINTER GERMAN SHORTHAIR,02421
MOLLY,RETRIEVER GOLDEN,02420
MARLEY,MIX,02420
AGNES,BULLDOG FRENCH,02421
SADIE,TERRIER TIBETAN,02421
AMME,PUG,02421
OLLIE,SHIH-TZU,02420
ALICE,TERRIER AUSTRALIAN,02421
PHYLLIS VIVIAN,BASSET HOUND,02421
COOPER,RETRIEVER LABRADOR,02421
TAFFIE,RETRIEVER GOLDEN,02421
TOBY,LABRADOODLE AUSTRALIAN MINI,02420
HUN-HUN,MIX,02420
MIDO,POMERANIAN,02420
GUS,RETRIEVER GOLDEN,02421
SADIE,COTON,02421
WINSTON,RETRIEVER GOLDEN,02420
NATALIE,COLLIE BORDER,02421
DAHLIA,GOLDENDOODLE,02421
OSCAR HOKIS,RETRIEVER GOLDEN,02420
STAR,LABRADOODLE AUSTRALIAN,02420
LATTE,LAB/HOUND MIX,02421
DAKOTA,RETRIEVER GOLDEN,02421
ZITA,LABRADOR,02421
KIRA,LABRADOR,02421
UMI,SCHNAUZER MINI,02421
HARMONY,CAVACHON,02421
COPLEY,RETRIEVER GOLDEN,02421
BALOO,RETRIEVER LABRADOR,02421
KUZI,CHINOOK,02421
PAN PAN,SAMOYED,02421
SHADY,RETRIEVER LABRADOR,02421
ANNIE,MIXED,02420
BOSTON,SHEPHERD GERMAN,02420
BONO,RETRIEVER LABRADOR,02420
LOUIE,RETRIEVER LABRADOR,02421
CLARENCE,RETRIEVER LABRADOR,02421
OLIVE,RETRIEVER LABRADOR,02420
TUCKER,COTON DE TULEAR,02420
LUNA,COTON DE TULEAR,02420
CALHOUN,RETRIEVER GOLDEN,02421
HOLLY,SPANIEL COCKER MIX,02420
MARLEY,CAVACHON,02421
RUDY,VIZSLA,02420
SPARKLE,MIX,02421
TOMMY,CHIHUAHUA LONG COAT,02421
DARCY,MIX,02421
BAMBI,GOLDENDOODLE,02421
HAZY ACUNA,SPANIEL CAVALIER KING CHARLES,02420
MAPLE,POODLE TOY,02421
KYRA,POMERANIAN,02420
VALENTINE,PIT BULL,02420
TROOPER COLBY,RETRIEVER LABRADOR,02421
CALVIN,PORTUGUESE WATER DOG,02421
DIXIE,GOLDENDOODLE,02420
WILLY,TERRIER MIX,02420
BRADLEY,HOUND LAB,02421
LOUIS,BULLDOG FRENCH,02420
GRIFFIN,BICHON POODLE MIX,02421
ROXI,COONHOUND BLUETICK,02420
BENSON,TERRIER WEST HIGHLAND,02420
RANGER,PORTUGUESE WATER DOG,02420
FENWAY,MIXED,02421
GRACIE,LABRADOODLE,02421
RUBY,MIX,02420
MINNIE,LAB MIX,02421
ROSIE,POODLE MINI,02420
WILLIAM,POODLE MINI,02420
JO,SCHNOODLE,02420
LEO,YORKIE POO,02421
LEO,DASCHUND,02420
MOLLY,LAB MIX,02420
RIDER,SHEEPDOG SHETLAND,02420
TIGER,SCHNAUZER MINI,02421
LEXI,RETRIEVER GOLDEN/COCKER SPANIEL,02421
KANA,COLLIE BORDER,02421
MIKA,RETRIEVER GOLDEN,02421
TEDDY,CAVACHON,02421
LUNA,MIXED,02421
FINLEY,HAVANESE,02421
REGGIE,LABRADOODLE,02420
TUNDRA,HUSKY SIBERIAN,02420
FIALA,CHIHUAHUA MIX,02421
BRODY BRENNAN BURK,TERRIER TIBETAN,02421
STORM,SHAR-PEI MIX,02421
MAISIE,BEAGLE,02420
BENTLEY,RETRIEVER MIX,02421
J.T.,TERRIER SCOTTISH,02420
WILBUR,MIXED - SHEPHERD/HOUND,02421
URSA,MIXED,02421
HUMPHREY,BEAGLE,02421
PAUDAX,HOUND X,02420
OLIVER BERRY,BORDOODLE,02421
ATLAS,SHEPHERD AUSTRALIAN,02421
MAX,CHIHUAHUA SHIH TZU,02421
SOPHIE,HUSKY SIBERIAN,02420
MILLIE,RETRIEVER LABRADOR,02421
WILLOW,AUSTRALIAN LABRADOODLE,02420
MARZIPAN,COCKAPOO,02421
BENTLEY,CAVAPOO,02420
BELLA,COTON DE TULEAR,02421
MALA,SHEPHERD MIX,02421
SKYE,COLLIE BORDER MIX,02421
NALA,RETRIEVER LABRADOR,02420
CHUMLEY,SAINT BERNARD,02421
DAISY,CAVACHON,02421
CHARLIE,GOLDENDOODLE MINI,02421
OZZY,MIXED,02421
JAX,LABRADOR MIX,02421
TANNER,RETRIEVER GOLDEN,02421
GYPSY,SHEPHERD MIX,02420
KEEPER,LAB MIX,02421
IZZY,TERRIER YORKSHIRE,02421
ZEE,COTON DE TULEAR,02421
MACY,PIT BULL MIX,02421
PHOEBE,SCHNAUZER MINI,02421
VESPER,RETRIEVER LABRADOR,02420
LILY,TERRIER BULL,02421
PIPER,LAB MIX,02420
MONTY,RETRIEVER GOLDEN,02420
SUNNY,RETRIEVER ENGLISH LABRADOR,02421
LUNA,COLLIE MIX,02421
ROCKY,HOUND X,02421
SANDY,CHIHUAHUA,02421
LILY,DALMATIAN,02421
ZOE,RETRIEVER GOLDEN,02421
OSCAR,GOLDENDOODLE,02421
PEPPER,MIXED/TERRIER,02420
SPRITE,SPANIEL BRITTANY,02420
OREO,SHEPHERD AUSTRALIAN,02421
SCOTTY,TERRIER WEST HIGHLAND,02420
VESPER,SHEPHERD GERMAN,02421
BUDDY,CHIHUAHUA MIX,02421
ROSIE,MIXED,02420
ROCKY,DACHSHUND LONGHAIR,02421
ROSIE,RETRIEVER LABRADOR,02420
LOTTO,LAB MIX,02421
DOUGLAS,CAVACHON,02420
KANIS DEXTER,HUSKY SIBERIAN,02420
BRUCE,MIX,02421
JACKSON,RETRIEVER GOLDEN,02421
ZARA,RETRIEVER GOLDEN,02420
OREO,TERRIER YORKSHIRE,02420
BEAU,LABRADOODLE,02421
JACK,COLLIE BORDER MIX,02420
IVY,RETRIEVER GOLDEN,02420
SOPHIE,GREATER SWISS MOUNTAIN,02420
HANK,MUNSTERLANDER SMALL,02421
TOBY,GOLDENDOODLE,02420
FLEURIE,BRIARD,02420
PEPPER,SETTER ENGLISH,02421
MIRANDA,BERNESE MOUNTAIN,02420
LULU,RETRIEVER GOLDEN,02420
SAMMY,LABRADOR MIX,02421
PIXIE,RETRIEVER GOLDEN,02420
ADELINE,POODLE MIX,02420
GOSHA,LABRADOODLE,02421
WATSON,SPANIEL CAVALIER KING CHARLES,02420
WINSTON,SPANIEL CAVALIER KING CHARLES,02420
PENNY,POINTER MIX,02421
LILY,GOLDENDOODLE,02420
MIA,BULLDOG OLD ENGLISH,02420
SCOUT,BEAGLE MIX,02421
LAYLA,CHIHUAHUA MIX,02421
OLIVIA,GOLDENDOODLE,02420
SUKI,GOLDENDOODLE,02421
OSCAR,LABRADOODLE,02421
OLIVER,GOLDENDOODLE,02421
OSCAR,COTON DE TULEAR MIX,02421
ROCKY,POMERANIAN,02420
MAYA,LABRADOODLE AUSTRALIAN,02421
MILO,RETRIEVER LABRADOR,02421
GEORGE,BULLDOG FRENCH,02421
BRADY,BERNESE MOUNTAIN DOG MIX,02421
BELLA,MORKIE,02420
TRINITY,COLLIE ROUGH COAT,02420
GIGI,MALTESE,02420
MOOKIE,MIX,02421
RIZZO,MIX,02420
LENNY,DACHSHUND LONGHAIR,02421
TILLIE,AUSTRALIAN TERRIER,02421
BEE,LABRADOODLE MINIATURE,02420
ASTRO BOI,BEAGLE,02421
CHARLIE,POODLE MIX,02420
MARGOT,MIX,02420
COOKIE,MALTESE,02420
BOGIE,BULLDOG,02420
BOOMER,GOLDENDOODLE MEDIUM,02421
PARKER,COLLIE ROUGH COAT,02421
HONEY,AUSTRALIAN SHEPHERD,02421
WINSTON,MALTIPOO,02420
LOGAN,MIXED,02421
FINBAR,WOLFHOUND IRISH,02420
HUEY,COONHOUND MIX,02420
HOPE,AUSTRALIAN SHEPHERD,02420
COOKIE,LAB/BORDER COLLIE,02420
TOBY,SHIH-TZU,02420
DELILAH,AUSTRALIAN SHEPHERD,02420
SHABU,SHIH-TZU,02421
RUBY,SHEPHERD MIX,02421
LUNA,LABRADOODLE,02420
BRADY,CHIHUAHUA,02421
FRANKIE,PIT BULL,02421
CHESTER,RETRIEVER LABRADOR,02420
RENATA,PUG,02421
TUTI,MALTESE,02421
REILLY,RETRIEVER GOLDEN,02420
SKY,AUSTRALIAN SHEPHERD,02421
ZOOEY,BOXER MIX,02420
LOOPY,SHIBU INU,02421
LING,RETRIEVER LABRADOR,02421
HAZEL,BERNADOODLE,02421
PEPPER,HAVANESE,02421
SASHA,HAVANESE,02421
ELLIE,RETRIEVER GOLDEN,02421
LYRA,BERENDOODLE,02420
CAPTAIN MORGAN,MIX,02421
ROSEBUD,WHIPPET,02421
ELEKTRA,GERMAN SHEPHERD,02421
MOCHA,CORGI,02421
MAGGIE,BEAGLE MIX,02421
PETE,MALTESE,02421
OAKLEY,BORDOODLE,02421
GINGER,HOUND MIX,02420
MILLIE,LABRADOODLE,02421
GLORIA,SAINT BERNARD,02420
BORIS,SAINT BERNARD,02420
COOPER,RETRIEVER GOLDEN,02420
HAZEL,RETRIEVER ENGLISH LABRADOR,02421
LUCA,HAVANESE,02420
TINKERBELL OREO,MIXED,02421
BOOMER,GOLDENDOODLE MINI,02420
ZIGGY,CHINESE CRESTED,02421
DORY,SHEPHERD LAB MIX,02420
BAO,POODLE TOY MIX,02421
TODO,POODLE TOY MIX,02421
NIKA,POODLE TOY,02421
COOKY,SHEPHERD AUSTRAILIAN,02420
ROO,SHEPHERD AUSTRALIAN,02420
HOPS,DACHSHUND MIX,02421
ELLIE,TERRIER WEST HIGHLAND,02421
SUMMER,MALTESE,02420
DAISY,LABRADOR MIX,02421
ABBEY,LAB MIX,02421
LUISA,POMERANIAN,02421
PEROLA,PUG,02420
APOLO,FRENCH BULLDOG,02420
TIGGER,LABRADOR MIX,02421
TIKVAH,PORTUGUESE WATER DOG,02420
MAPLE,GOLDENDOODLE,02421
BENJI,SHEPARD MIX,02421
UGGIE,TERRIER MIX,02420
MEL,BULLDOG FRENCH,02421
LUNA,BULLDOG FRENCH,02421
LUKA,WATER DOG LAGOTA ITALIAN,02421
BUDDY,TERRIER MIX,02421
SCOOTER,TERRIER MIX,02421
BAILEY,TERRIER MIX,02421
BONNIE,WELSH CORGI PEMBROKE,02421
COCO,DACHSHUND MINI,02420
STELLA,RETRIEVER GOLDEN,02420
BUDDY,RETRIEVER GOLDEN,02420
OLIVER,RETRIEVER LABRADOR,02420
AXEL,GERMAN SHORTHAIR,02420
PHIL,GERMAN SHORTHAIR,02420
ROLLIE (ALEXA),GERMAN SHORTHAIR,02420
BIRDIE,BLUE HEELER MIX,02420
CHANTILLY,CAVANESE,02421
BAILEY,FRENCH BULLDOG,02421
LEO,SHIH TZU,02420
TROOPER,HUSKY MIX,02420
CAMO,LABRADOR RETRIEVER MIX,02421
BRIE,MIXED,02420
KOBE,BOXER MIX,02420
MISSY,SHIH TZU MIX,02421
GRACE,SCHNAUZER MINI,02420
REGEANNA,TERRIER MIX,02421
BERNIE,BERNEDOODLE,02420
HOBBS,"TERRIER, STAFFORD",02420
MONKEY WILLIAMS,CHIHUAHUA MIX,02421
HENRY,AUSTRIALIAN SHEPHERD MIX,02421
PEROT,AMERICAN BULLDOG/CURR MIX,02421
SHADOW,LABRADOODLE,02421
ROWAN,HOUND MIX,02420
BAXTER,IRISH TERRIER,02421
DAISY,SIBERIAN HUSKY,02420
LOLA,SIBERIAN HUSKY,02420
BILLIE,COONHOUND,02421
HARPER,BORDER TERRIER,02420
HEALTH,BERNEDOODLE,02420
LUNA,MIXED TERRIER,02421
SCOUT,MUTT,02421
OLLIE,ZUCHON,02421
JAX,CAVAPOO,02421
FLYNN,MIXED,02420
CHARLIE,LABRADOODLE,02421
BEANS BRADLEY,MINI DACSHUND,02420
FRANKE OLIVER,MINI DACSHUND,02420
GINGER,BOXER,02420
MAXIE,MIX,02420
BRADY,BEAGLE PEKINESE MIX,02420
CHIPPER,CHOCOLATE LAB,02421
STORM,GOLDEN RETRIEVER,02420
BEAUX,"RETRIEVER, LAB MIX",02420
ZOOM,GOLDEN RETREIVER,02420
RANGER,SCHNAUZER GIANT MIX,02420
OLIVE,BEAGLE,02421
SNICKERS,WHOODLE,02420
PETER,RETRIEVER GOLDEN,02421
MAISEY,MIX SHEPHERD HOUND,02420
CARSON,COCKER SPANIEL MIX,02421
S SCOUT,RETRIEVER GOLDEN,02421
BUDDY,LABRADOODLE AUSTRALIAN,02420
DAISY,LABRADOODLE AUSTRALIAN,02420
MOLLY,GOLDEN RETRIEVER,02421
ISABELLE,AUSIEDODDLE,02420
BEAU,YELLOW LABRADOR,02420
RYDER,CATAHOUK/BOXER MIX,02420
BAILEY,LABRADOODLE,02420
MICKEY,RETRIEVER GOLDEN,02420
ROCKY KITCHEL,LAB,02421
STELLA,CHIHUAHUA/TERRIER MIX,02421
WATSON,LABRADOODLE,02421
MARBLE,LABRRADOR RETRIEVER,02420
DUSTY,"RETRIEVER, ENGLISH LABRADOR",02420
BARLI,BERNESE MOUNTAIN DOG,02421
OATIE,COCKER SPANIEL - MIXED,02421
BENJAMIN,SALUKI MIX,02420
SNOW,RETRIEVER GOLDED,02420
OTIS,RETRIEVER LABRADOR,02421
KORA,MALTESE,02421
WEISS,MALTESE,02421
ESTHER,RETRIEVER LABRADOR,02421
CHEWY,WHEATON TERRIER,02420
BAILEY,LAB MIX,02421
LILY,MIXED BREED,02421
BUDDY,GERMAN SHORTHAIR POINTER,02421
NINA,CATAHOULA LEOPARD MIX,02421
MAXIMILLIAN SIR PUGS A LOT,PUG,02421
MAIA,HAVANESE,02421
TONY,PEMBROKE WELSH CORGI,02421
LUNA,LAB TERRIER MIX,02420
ANNIE,GOLDEN RETRIEVER,02421
BUDDY,GOLDENDOODLE,02421
OLLIE,GOLDEN RETIRIEVER,02421
LULU,ANATOLIAN SHEPHERD,02421
ZOEY MARIGOLD,LABRADOODLE,02420
ELLIE,BORDER COLLIE MIX,02421
THEO,GERMAN SHEPHERD,02421
DASH,BICHON POODLE,02421
CHASE,"RETRIEVER, LABRADOR",02420
MIGUEL,GOLDENDOODLE,02420
ARROW,BEAGLE MIX,02420
ELMO,TOY POODLE,02421
TIKA,MIXED BREED,02420
KENNY,BERNADOODLE,02420
DUGGIE,BLACK LABRADOR,02420
PONCHO,ENGLISH SPRINGER SPANIEL,02420
BARKIN,AMERICAN COCKER SPANIEL,02420
DOUG,SCHNAUZER MIX,02420
CHARLIE,STANDARD POODLE,02420
PICACHOO,MALTESE,02421
HENRY KOURI,MIXED,02420
OLIVER,COCKAPOO,02421
INDI,POODLE MIX,02421
DAISY,MIXED BREED,02420
RUSSELL,AUSTRALIAN CATTLE DOG MIX,02421
BELLA BOOTS,MIXED,02421
OLIVER DASH,PEMPROKE WELSH CORGI,02421
MOLLIE,GOLDEN RETRIEVER,02420
POPPEA,COCKER SPANIEL,02421
FIFI,GOLDEN DOODLE,02421
THEO,BERNEDOODLE,02420
HAZEL,YORKSHIRE TERRIER,02420
HUNTER,BEAGLE,02421
TRIXIE,AUSTRALIAN LABRADOODLE,02421
LILY,LAB MIX,02421
COPPER NICO,LABRADOR RETRIEVER,02421
MARS,BICHON FRISE,02421
ZELDA,POODLE/ENGLISH SHEEPDOG,02420
FLEETWOOD,HOUND MIX,02421
ASTON VILLA,MIXED BREED,02421
JULES,COCKAPOO,02420
LEO,LAB,02421
CHARLIE BEAN,COLLIE BORDER,02421
LEXI,HAVANESE,02420
BENJI,COCKAPOO,02421
JOEY,LABRADOR RETRIEVER,02421
NOBLE,WHIPEET,02421
MISS RASPBERRY,SHETLAND SHEEPDOG,02421
PONCHO,MIXED,02420
BOKI,POODLE MIX,02421
SUGARPLUM,LAB/TERRIER,02421
LYDIA,LABRADOR/TERRIER MIX,02420
ELLA,RETRIEVER AUSTRALIAN CATTLE DOG,02420
GYPSY,ENGLISH SETTER,02421
COMET,GOLDEN RETRIEVER,02421
LILLY,GOLDEN DOODLE,02421
CHLOE,MINI SCHNAUZER,02421
ELOISE,LAB BOXER MIX,02420
ROCKET,COONHOUND,02420
INDIE,MIXED,02421
GIRARD,SILVER,02421
NICO,AUSTRALIAN SHEPHARD/CATTLE DOG,02421
REMINGTON,BERNESE MOUTAIN DOG,02421
OLIVER,BLACK LAB,02421
DAISY,TERRIER,02421
CHLOE,LABRADOR RETRIEVER,02420
NELLIE,MIXED,02420
MR. BOJO,DACHSHUND,02420
GATOR,CHOCOLATE LAB,02421
LOKI,MIXED,02421
SKYLAR,GERMAN SHEPHERD,02420
CINDY,BOXER MIX,02421
ODIN,LABRADOR RETRIEVER,02420
VINO,CHIHUAHUA,02420
KAIRO,HOUND HEELER,02420
ZORA,LAB MIX,02420
ARLO,SHEPHERD MIX,02421
MAISEL GRACE,GOLDENDOODLE,02420
PAXIE,SHEPHERD AUSTRALIAN MIX,02421
LEO,BICHON FRISE,02420
BRUNO,GOLDENDOODLE,02421
SKY,GOLDEN RETRIEVER,02420
MILLIE,HUSKY/LAB MIX,02421
COOPER,RETRIEVER ENGLISH LABRADOR,02421
GATSBY,"SCHNAUZER, MINIATURE",02421
ASLAN,SHEPHERD RIDGEBACK MIX,02421
SIMON,HAVANESE,02421
CUCUMBER,MUSKY MIX/MUTT,02421
MADDIE,ESKIMO DOG MIX,02420
CREAMPUFF,MALTESE,02420
NALA,MINIATURE GOLDENDOODLE,02421
PEPPER,LAB MIX,02421
FITZ,GERMAN SHEPHERD,02420
RORY,GOLDEN RETRIEVER,02421
HALEY,LABRADOR RETRIEVER,02421
COCO,BICHPOO,02421
TOAST,GOLDENDOODLE,02421
LUCY,LAB RETRIEVER MIX,02420
JAVA,RETRIEVER LABRADOR,02421
DAPHNE,NEWFOUNDLAND,02421
BELLA,LABRADOR-BULL DOG MIX,02420
HAZEL,LABRADOODLE,02420
CORA,TERRIER MIX,02421
GRACIE,SHELTIE MIX,02420
BOSUN,PORTUGUESE WATER DOG,02421
LUCINDA,WEST HIGHLAND WHITE TERRIER,02420
COOKIE,YORKSHIRE TERRIER,02421
SKYE,GERMAN SHERPHERD HUSKY MIX,02420
DUKE,BERNEDOODLE,02420
EVEREST,GOLDEN RETRIEVER,02421
LUKE,AUSTRALIAN COBBER DOG,02421
SHOO,MIX/MINI POODLE & BICHON FRISE,02421
THEO,SHIH-POO,02420
HENRY,CHIHUAHUA,02421
JAKE,TERRIER MIX,02421
BEN,GOLDEN RETRIEVER,02421
DOT (FOOFEE),BORDER COLLIE MIX,02421
OLLIE,BERNESE MOUNTAIN DOG,02421
PERCY,MIXED CHIHUAHUA/DACHUND,02420
MAGGIE,COCKAPOO,02420
TINKERBELL,POMERANIAN,02421
SKYE,MIXED,02421
RIGNEY,CAVACHON,02421
ELSA,LAB MIX (MTN. CUR),02421
BARLEY,LAB MIX,02421
JACK (DRAKE),LABRADOR/PYRENESE,02420